ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA,P_FUGA,FUGA_PRIMA
3025,F,600000.0,43,MED,CAS,63,300.0,CASTRO,0,0,0,0,0,0,147,0.0,2400000,,0.0,0.006005380302667618,0
3026,M,7980000.0,42,UNV,CAS,55,90.0,SANTIAGO,0,73430,0,15035,1377,0,0,1.0,3300000,,1.0,0.9889571070671082,1
3027,F,675000.0,30,TEC,SOL,60,294.0,CALBUCO,0,129848,0,495,60,0,32,1.0,2500000,NO,0.0,0.03468037396669388,0
3028,M,900000.0,49,UNV,CAS,31,119.0,SANTIAGO,673710,488965,0,83704,1685,0,277,1.0,2700000,NO,1.0,0.9659139513969421,1
3029,M,500000.0,54,TEC,SOL,27,226.0,CONCEPCION,696023,320895,0,0,345,0,4885,1.0,900000,NO,1.0,0.8436050415039062,1
3030,F,570000.0,32,UNV,CAS,90,86.0,SANTIAGO,0,56585,0,9251,57,0,0,1.0,1800000,NO,0.0,0.27692970633506775,1
3031,M,500000.0,48,MED,CAS,138,1.0,ARICA,412753,268881,0,0,201,0,6800,1.0,900000,NO,1.0,0.7819064259529114,1
3032,M,600000.0,41,MED,SOL,122,504.0,EL SALVADOR,0,0,0,0,59,0,0,1.0,2400000,NO,0.0,0.4553939402103424,1
3033,M,64000.0,54,UNV,CAS,31,119.0,SANTIAGO,429239,65716,0,536914,502,0,1080,2.0,1300000,SI,1.0,0.9853246808052063,1
3034,M,454000.0,29,UNV,SOL,19,105.0,SANTIAGO,0,196624,0,943,0,15002,4,0.0,1600000,NO,0.0,0.029512960463762283,0
3035,M,820000.0,54,TEC,SOL,52,93.0,SANTIAGO,0,35152,0,80230,337,0,13,1.0,3500000,SI,1.0,0.9553512930870056,1
3036,F,1400000.0,52,UNV,SOL,138,1.0,ARICA,700400,309637,0,233134,917,0,0,3.0,4900000,NO,1.0,0.7982597351074219,1
3037,M,500000.0,30,UNV,SOL,47,80.0,SANTIAGO,0,38219,0,281878,44,0,0,2.0,1300000,NO,0.0,0.19724221527576447,1
3038,F,6140000.0,36,TEC,SOL,52,128.0,PENAFLOR,0,146418,0,461577,3436,3634,2091,1.0,8000000,NO,0.0,0.007177102845162153,0
3039,M,68000.0,55,MED,CAS,138,86.0,SANTIAGO,0,245707,0,197942,724,0,141,2.0,1600000,NO,1.0,0.9816763401031494,1
3040,M,600000.0,44,UNV,SOL,104,93.0,SANTIAGO,0,0,0,44644,0,1343,0,0.0,2400000,NO,0.0,0.007630123291164637,0
3041,M,800000.0,46,MED,CAS,138,1.0,ARICA,0,372046,0,235172,2824,0,1697,2.0,800000,NO,1.0,0.5616524815559387,1
3042,M,500000.0,37,UNV,CAS,90,89.0,SANTIAGO,156182,9121,0,377460,679,0,466,1.0,1100000,NO,0.0,0.05660959333181381,1
3043,M,700000.0,36,UNV,CAS,124,253.0,TEMUCO,590608,0,0,0,1144,0,0,1.0,1500000,NO,0.0,0.0470527783036232,1
3044,M,867000.0,33,MED,SOL,138,89.0,SANTIAGO,0,408276,0,0,0,12036,5784,0.0,3300000,SI,0.0,0.009248650632798672,0
3045,M,1100000.0,53,TEC,SOL,27,226.0,CONCEPCION,0,0,1117798,0,0,5503,703,1.0,5500000,NO,1.0,0.759552001953125,1
3046,M,1196000.0,48,UNV,CAS,138,1.0,ARICA,0,0,0,0,0,2952,0,1.0,6000000,NO,1.0,0.8867587447166443,1
3047,F,72000.0,37,TEC,SOL,82,81.0,SANTIAGO,0,0,0,320561,387,3422,283,1.0,4300000,SI,0.0,0.004432626534253359,0
3048,M,1555000.0,46,TEC,CAS,118,93.0,SANTIAGO,286747,932601,0,0,2344,1892,0,3.0,6300000,NO,1.0,0.8035099506378174,1
3049,F,95000.0,59,TEC,SOL,14,22.0,COPIAPO,0,586618,0,141901,1390,0,249,1.0,2200000,SI,0.0,0.006958540994673967,0
3050,M,1200000.0,47,UNV,CAS,138,1.0,ARICA,323625,85311,0,250938,406,1203,296,2.0,4000000,NO,1.0,0.9594271183013916,1
3051,F,70000.0,51,TEC,SOL,90,90.0,SANTIAGO,0,453352,0,0,2214,78,20849,1.0,7400000,SI,0.0,0.01934020034968853,0
3052,F,511000.0,29,UNV,CAS,13,16.0,ANTOFAGASTA,480880,436347,0,0,417,0,0,1.0,1000000,NO,0.0,0.1802961379289627,1
3053,F,778000.0,53,TEC,CAS,27,226.0,CONCEPCION,0,8306,0,929652,90,0,1785,1.0,3800000,NO,0.0,0.23675821721553802,1
3054,F,57300.0,41,TEC,SOL,90,93.0,SANTIAGO,0,22283,0,362927,500,0,165,3.0,3300000,SI,0.0,0.06642620265483856,1
3055,M,44400.0,49,MED,CAS,37,81.0,SANTIAGO,0,103575,0,3633,0,0,3401,1.0,5500000,NO,1.0,0.9786952137947083,1
3056,F,5000000.0,35,TEC,SEP,90,5.0,IQUIQUE,44234,48779,0,223346,411,0,1584,1.0,2200000,NO,0.0,0.00910490844398737,0
3057,F,601000.0,53,MED,CAS,102,92.0,SANTIAGO,0,784487,0,38289,0,0,68,1.0,1500000,NO,0.0,0.403810977935791,1
3058,M,58900.0,48,MED,CAS,55,90.0,SANTIAGO,0,1590361,0,851,0,0,7148,1.0,7200000,NO,1.0,0.9603111743927002,1
3059,M,955000.0,39,MED,CAS,68,213.0,LOS ANGELES,0,21651,0,437038,2183,1174,86,2.0,2000000,NO,0.0,0.025983436033129692,0
3060,M,700000.0,31,MED,SOL,27,226.0,CONCEPCION,0,159287,0,206121,134,7784,0,1.0,2700000,NO,0.0,0.06553754955530167,1
3061,M,2500000.0,42,TEC,CAS,61,284.0,OSORNO,0,1959154,0,0,0,658,0,0.0,8000000,NO,0.0,0.002639757702127099,0
3062,F,67400.0,43,TEC,SOL,56,131.0,RANCAGUA,0,99791,0,528412,283,0,899,1.0,3700000,SI,0.0,0.02255520597100258,0
3063,M,7500000.0,43,UNV,CAS,90,100.0,SANTIAGO,353321,131009,0,147352,49,0,82,1.0,3100000,NO,1.0,0.9894421100616455,1
3064,M,800000.0,46,MED,CAS,90,93.0,SANTIAGO,0,267607,0,61744,1132,0,39,2.0,2200000,NO,1.0,0.8985542058944702,1
3065,F,1330000.0,51,MED,CAS,27,226.0,CONCEPCION,0,98471,0,0,223,8512,0,1.0,6100000,SI,0.0,0.16443470120429993,1
3066,M,800000.0,50,UNV,SOL,37,115.0,SANTIAGO,0,100991,0,0,0,7201,5,1.0,3800000,NO,1.0,0.9555392265319824,1
3067,M,470000.0,26,UNV,SOL,25,89.0,SANTIAGO,0,13234,0,292386,1,0,135,1.0,600000,NO,1.0,0.5396162271499634,1
3068,F,597000.0,52,UNV,CAS,27,226.0,CONCEPCION,446603,280660,0,151419,89,0,0,2.0,750000,NO,1.0,0.9426116943359375,1
3069,F,600000.0,50,UNV,SOL,138,1.0,ARICA,0,49158,0,0,0,5307,0,1.0,2200000,NO,1.0,0.9181124567985535,1
3070,F,530000.0,42,MED,SOL,82,105.0,SANTIAGO,0,8212,0,49902,165,857,236,1.0,1900000,NO,0.0,0.30248260498046875,1
3071,M,770000.0,45,UNV,CAS,31,119.0,SANTIAGO,40199,13381,0,47439,1610,0,26,3.0,1900000,NO,1.0,0.9708579778671265,1
3072,F,1100000.0,45,UNV,CAS,31,119.0,SANTIAGO,0,72160,0,528204,451,0,10843,1.0,5000000,SI,1.0,0.8855229616165161,1
3073,M,625000.0,46,UNV,CAS,16,93.0,SANTIAGO,0,386888,0,0,0,0,0,1.0,1800000,NO,1.0,0.9557400941848755,1
3074,M,1290000.0,49,UNV,SEP,138,1.0,ARICA,0,23339,0,172240,2117,24431,276,2.0,2100000,NO,1.0,0.965910017490387,1
3075,F,900000.0,21,UNV,SOL,38,85.0,SANTIAGO,174123,0,0,0,676,0,0,1.0,2700000,NO,0.0,0.426667720079422,1
3076,M,490000.0,49,UNV,SOL,90,90.0,SANTIAGO,0,0,93898,0,0,0,2597,1.0,2000000,NO,1.0,0.9571826457977295,1
3077,M,760000.0,47,MED,CAS,138,1.0,ARICA,1354597,50942,0,150912,2059,0,4823,2.0,1600000,NO,1.0,0.8410711288452148,1
3078,F,6000000.0,38,TEC,VIU,10,5.0,IQUIQUE,0,386126,0,0,305,0,0,1.0,3800000,NO,0.0,0.009442263282835484,0
3079,F,550000.0,45,MED,CAS,31,119.0,SANTIAGO,0,69415,0,221567,912,0,56,2.0,1000000,NO,0.0,0.40401846170425415,1
3080,M,3327000.0,46,UNV,CAS,85,88.0,SANTIAGO,0,0,0,66486,0,0,9,1.0,8000000,NO,1.0,0.8460820913314819,1
3081,F,450000.0,31,UNV,CAS,27,226.0,CONCEPCION,0,955566,4189904,0,0,14716,3711,1.0,700000,NO,0.0,0.14233604073524475,1
3082,F,88300.0,55,TEC,SOL,60,291.0,PUERTO MONTT,680383,0,0,0,571,9869,0,1.0,1800000,SI,0.0,0.06005510687828064,1
3083,M,525000.0,53,TEC,SOL,148,90.0,SANTIAGO,0,49937,0,0,53,0,0,1.0,1900000,SI,1.0,0.9340139627456665,1
3084,F,80000.0,59,MED,SOL,48,85.0,SANTIAGO,0,1179991,0,0,4,0,0,1.0,3200000,SI,0.0,0.005866739898920059,0
3085,F,800000.0,57,TEC,CAS,90,89.0,SANTIAGO,0,371577,0,0,134,0,0,1.0,3200000,NO,0.0,0.04127683490514755,0
3086,M,700000.0,32,UNV,SOL,18,105.0,SANTIAGO,621352,0,0,0,286,0,293,1.0,2000000,SI,0.0,0.2746274173259735,1
3087,F,8400000.0,33,TEC,VIU,90,89.0,SANTIAGO,0,202140,0,0,0,11474,0,0.0,2400000,NO,0.0,0.0017300269100815058,0
3088,F,3500000.0,59,TEC,CAS,84,85.0,SANTIAGO,0,171184,0,172755,840,82283,0,3.0,8000000,NO,0.0,0.0077375988475978374,0
3089,M,4200000.0,49,MED,VIU,90,88.0,SANTIAGO,0,0,4801807,0,4088,0,68701,1.0,8000000,NO,1.0,0.8781275749206543,1
3090,M,458000.0,35,UNV,SOL,122,93.0,SANTIAGO,0,42988,0,0,2,0,0,1.0,1600000,NO,0.0,0.049060966819524765,1
3091,M,700000.0,48,UNV,CAS,138,1.0,ARICA,31255,439869,0,194898,153,0,116,1.0,2300000,NO,1.0,0.7622941732406616,1
3092,F,1486000.0,48,MED,CAS,65,77.0,EL QUISCO,0,192929,0,0,1,0,23661,1.0,7000000,SI,0.0,0.14243681728839874,1
3093,M,783000.0,55,MED,CAS,127,85.0,SANTIAGO,0,116811,0,0,16,0,0,1.0,3100000,NO,1.0,0.9268226623535156,1
3094,M,1150000.0,47,MED,CAS,39,82.0,SANTIAGO,0,23767,0,1631124,1442,0,1088,3.0,4200000,NO,1.0,0.8963126540184021,1
3095,F,503000.0,62,TEC,CAS,56,131.0,RANCAGUA,0,541135,0,0,248,1251,0,1.0,1100000,NO,0.0,0.07149893045425415,1
3096,M,750000.0,55,MED,CAS,30,91.0,SANTIAGO,737952,69034,0,37824,1113,12684,49,1.0,2300000,NO,1.0,0.9308476448059082,1
3097,M,9000000.0,44,UNV,CAS,76,98.0,SANTIAGO,960693,6043,0,1410047,2429,0,3012,3.0,3700000,NO,1.0,0.9917771816253662,1
3098,M,1200000.0,39,UNV,CAS,42,31.0,COQUIMBO,488047,3425,0,191648,1829,9056,326,1.0,1700000,SI,0.0,0.1608669012784958,1
3099,F,73000.0,45,TEC,SOL,27,228.0,PENCO,499799,201981,0,0,337,0,42,1.0,1700000,SI,0.0,0.04549705982208252,1
3100,M,450000.0,30,TEC,CAS,117,88.0,SANTIAGO,0,85149,0,38426,79,0,87,1.0,1500000,NO,0.0,0.21987558901309967,1
3101,F,84000.0,39,TEC,SOL,122,106.0,SANTIAGO,0,0,0,0,136,0,0,1.0,8000000,SI,0.0,0.0060669113881886005,0
3102,F,1000000.0,31,TEC,SEP,90,80.0,SANTIAGO,0,316546,0,480651,24,642,23,1.0,4200000,NO,0.0,0.02060377225279808,0
3103,M,1200000.0,29,TEC,SOL,13,16.0,ANTOFAGASTA,0,227033,0,0,13,0,122,1.0,5000000,NO,0.0,0.24751359224319458,1
3104,F,50000.0,36,TEC,SOL,84,80.0,SANTIAGO,0,1801809,0,0,1227,0,0,3.0,8000000,SI,0.0,0.010113838128745556,0
3105,F,6500000.0,36,TEC,VIU,57,49.0,LOS ANDES,0,207525,0,0,0,2824,0,0.0,1500000,NO,0.0,0.0019638100638985634,0
3106,F,943000.0,37,UNV,CAS,83,115.0,SANTIAGO,0,3784,0,0,98,0,579,2.0,4600000,SI,0.0,0.16059504449367523,1
3107,F,600000.0,35,MED,CAS,82,93.0,SANTIAGO,395497,8679,0,0,1042,0,0,3.0,1100000,SI,0.0,0.1346212923526764,1
3108,M,440000.0,49,UNV,CAS,84,85.0,SANTIAGO,0,1784,0,110509,115,0,0,1.0,1600000,NO,1.0,0.9531260132789612,1
3109,F,1000000.0,53,UNV,CAS,31,119.0,SANTIAGO,0,73048,0,0,64,0,0,1.0,3100000,NO,1.0,0.9329794049263,1
3110,M,91100.0,53,MED,CAS,55,90.0,SANTIAGO,0,25486,0,47941,0,0,59,1.0,2000000,NO,1.0,0.9730713963508606,1
3111,F,7500000.0,38,TEC,SOL,90,111.0,SANTIAGO,0,0,0,0,647,4247,0,1.0,2500000,NO,0.0,0.007766772992908955,0
3112,M,5000000.0,41,UNV,SEP,55,90.0,SANTIAGO,0,60929,0,97124,4,0,311,1.0,6100000,NO,1.0,0.9731606841087341,1
3113,M,528000.0,41,MED,CAS,37,87.0,SANTIAGO,0,0,0,0,6,0,7238,1.0,1700000,NO,1.0,0.5329036712646484,1
3114,M,90000.0,43,UNV,CAS,55,90.0,SANTIAGO,0,53283,0,139511,238,1666,0,2.0,5000000,NO,1.0,0.9896668195724487,1
3115,M,800000.0,55,UNV,CAS,138,1.0,ARICA,0,226716,0,163192,0,0,517,1.0,3700000,NO,1.0,0.8897834420204163,1
3116,F,894000.0,33,TEC,CAS,71,326.0,PUNTA ARENAS,0,0,0,0,1951,0,0,2.0,2400000,NO,0.0,0.07333219796419144,1
3117,M,700000.0,50,UNV,CAS,138,1.0,ARICA,0,98841,0,199338,163,1850,0,1.0,2700000,NO,1.0,0.8010985255241394,1
3118,F,80000.0,54,TEC,SOL,107,85.0,SANTIAGO,0,0,0,0,0,0,0,0.0,2000000,SI,0.0,0.004938535857945681,0
3119,F,75000.0,41,TEC,SOL,19,115.0,SANTIAGO,0,5672,0,0,94,0,0,1.0,1700000,SI,0.0,0.05370059609413147,1
3120,F,796000.0,48,TEC,SOL,138,1.0,ARICA,0,40148,0,0,499,0,0,1.0,3400000,NO,0.0,0.25894615054130554,1
3121,F,435000.0,47,TEC,SOL,131,94.0,SANTIAGO,0,281377,0,0,0,14,0,1.0,1200000,SI,0.0,0.3147326707839966,1
3122,F,450000.0,29,MED,SOL,19,90.0,SANTIAGO,0,438066,0,186060,6,0,134,1.0,1400000,NO,0.0,0.042337365448474884,0
3123,F,1000000.0,56,MED,CAS,12,13.0,CALAMA,0,538675,0,530866,26,0,1222,1.0,3200000,SI,0.0,0.043783944100141525,1
3124,F,85000.0,56,TEC,SOL,60,296.0,LOS MUERMOS,0,772422,0,0,0,0,0,0.0,8000000,SI,0.0,0.0012641401262953877,0
3125,M,828000.0,53,UNV,CAS,90,82.0,SANTIAGO,0,5815,0,15628,284,0,329,2.0,2600000,NO,1.0,0.9455059170722961,1
3126,F,98000.0,44,TEC,SEP,55,91.0,SANTIAGO,24249,198480,0,120668,941,0,107,3.0,900000,SI,0.0,0.05229860171675682,1
3127,M,4500000.0,44,UNV,CAS,55,90.0,SANTIAGO,0,168553,0,90483,174,0,50,2.0,2200000,NO,1.0,0.9924076795578003,1
3128,M,2013000.0,33,TEC,SOL,27,226.0,CONCEPCION,0,89883,0,192657,6132,1488,1191,3.0,500000,NO,0.0,0.22953997552394867,1
3129,F,597000.0,46,UNV,CAS,138,1.0,ARICA,326409,116756,0,54612,1563,0,89,2.0,750000,NO,1.0,0.9212079644203186,1
3130,F,5960000.0,33,TEC,SOL,48,89.0,SANTIAGO,0,481573,0,0,2,0,0,1.0,1300000,NO,0.0,0.009396175853908062,0
3131,M,4860000.0,40,UNV,CAS,31,119.0,SANTIAGO,0,2592,0,2481395,206,0,6711,1.0,5500000,NO,1.0,0.9685598611831665,1
3132,M,2000000.0,47,UNV,SOL,49,110.0,SANTIAGO,43538,0,0,0,160,0,966,1.0,8000000,NO,1.0,0.6766852140426636,1
3133,M,901000.0,31,MED,CAS,27,226.0,CONCEPCION,0,588355,0,22937,35,0,0,1.0,4000000,NO,0.0,0.10684648156166077,1
3134,F,600000.0,60,TEC,VIU,67,193.0,CHILLAN,19346,67904,0,291672,227,0,454,1.0,1200000,NO,0.0,0.06632441282272339,1
3135,F,600000.0,36,UNV,CAS,75,79.0,STO DOMINGO,0,0,0,104474,0,0,78,0.0,2400000,NO,0.0,0.018108351156115532,0
3136,F,8800000.0,34,TEC,VIU,101,87.0,SANTIAGO,813805,924235,0,0,789,0,0,1.0,900000,NO,0.0,0.010183706879615784,0
3137,M,1200000.0,49,UNV,CAS,16,90.0,SANTIAGO,0,0,0,1384838,164,0,1699,1.0,5700000,NO,1.0,0.9708252549171448,1
3138,M,1039000.0,46,UNV,CAS,53,86.0,SANTIAGO,0,0,0,10536,0,0,18,0.0,5200000,NO,0.0,0.013420360162854195,0
3139,F,4520000.0,31,MED,CAS,56,131.0,RANCAGUA,0,10426,0,234648,71,0,22,1.0,1900000,SI,0.0,0.04859752580523491,1
3140,M,1704000.0,32,UNV,SOL,90,88.0,SANTIAGO,0,722527,0,380527,2447,3085,1679,3.0,6400000,NO,0.0,0.3041422665119171,1
3141,M,4350000.0,40,UNV,CAS,55,90.0,SANTIAGO,0,272462,0,0,3,144,0,1.0,4300000,NO,1.0,0.988272488117218,1
3142,M,3080000.0,42,UNV,CAS,71,326.0,PUNTA ARENAS,0,0,0,0,1473,0,1944,2.0,8000000,NO,0.0,0.43661022186279297,1
3143,F,526000.0,55,MED,CAS,49,80.0,SANTIAGO,0,273955,0,0,13,0,0,1.0,1700000,NO,1.0,0.6748181581497192,1
3144,F,600000.0,47,MED,CAS,31,119.0,SANTIAGO,0,227874,0,0,19,0,0,2.0,2100000,NO,0.0,0.49498116970062256,1
3145,M,1600000.0,36,MED,CAS,90,85.0,SANTIAGO,0,0,831114,0,1125,13504,90,1.0,6100000,NO,0.0,0.020409749820828438,0
3146,F,750000.0,29,UNV,CAS,27,226.0,CONCEPCION,0,789153,0,0,9,0,0,1.0,2800000,SI,0.0,0.05895041301846504,1
3147,M,57100.0,45,UNV,VIU,31,119.0,SANTIAGO,0,86189,0,702465,2144,0,4152,2.0,1700000,NO,1.0,0.992095947265625,1
3148,M,787000.0,47,UNV,SOL,138,1.0,ARICA,0,48760,0,0,1616,0,0,2.0,2300000,NO,1.0,0.8181477785110474,1
3149,M,70000.0,40,UNV,CAS,55,90.0,SANTIAGO,0,0,0,0,0,0,0,1.0,2000000,NO,1.0,0.952275276184082,1
3150,F,7020000.0,31,TEC,SOL,13,16.0,ANTOFAGASTA,0,399352,0,50367,4,0,0,1.0,2200000,NO,0.0,0.014276302419602871,0
3151,F,70000.0,51,TEC,SOL,63,300.0,CASTRO,0,1442333,0,372145,0,0,645,0.0,8000000,SI,0.0,0.001591572305187583,0
3152,F,530000.0,27,UNV,CAS,47,131.0,RANCAGUA,0,78465,0,20773,29,0,106,1.0,2000000,NO,1.0,0.7501584887504578,1
3153,M,1400000.0,37,TEC,SOL,124,253.0,TEMUCO,527987,661387,0,0,725,23411,2578,1.0,5700000,NO,0.0,0.012808402068912983,0
3154,M,5000000.0,43,UNV,CAS,138,88.0,SANTIAGO,542478,99590,0,0,129,0,0,1.0,1700000,NO,1.0,0.9934357404708862,1
3155,M,2300000.0,46,UNV,CAS,138,1.0,ARICA,1710564,51196,0,1144923,1265,0,1038,2.0,8000000,NO,1.0,0.7150800228118896,1
3156,M,5600000.0,41,UNV,CAS,55,90.0,SANTIAGO,0,85064,0,45454,0,5391,68,1.0,3700000,NO,1.0,0.9890046715736389,1
3157,F,580000.0,27,TEC,SOL,140,81.0,SANTIAGO,0,77643,0,47056,64,0,4,1.0,2200000,NO,0.0,0.04854288697242737,1
3158,M,650000.0,38,UNV,CAS,88,67.0,VINA DEL MAR,0,92136,0,10249,771,0,334,3.0,1800000,SI,0.0,0.1794845312833786,1
3159,M,5600000.0,44,UNV,SEP,31,119.0,SANTIAGO,0,255205,0,494612,277,2969,399,3.0,3300000,SI,1.0,0.9920185208320618,1
3160,M,900000.0,39,UNV,CAS,90,105.0,SANTIAGO,222242,505297,0,119935,2575,0,303,1.0,1000000,NO,0.0,0.07991261035203934,1
3161,M,975000.0,47,MED,CAS,72,504.0,EL SALVADOR,0,2859,0,565262,1046,0,148,3.0,2100000,SI,1.0,0.8874892592430115,1
3162,M,800000.0,31,UNV,SOL,90,105.0,SANTIAGO,1424295,216642,0,0,904,0,0,1.0,2100000,NO,1.0,0.5328047275543213,1
3163,M,8000000.0,43,UNV,CAS,16,89.0,SANTIAGO,0,158315,0,0,0,0,332,1.0,1700000,NO,1.0,0.9934357404708862,1
3164,M,2000000.0,47,UNV,SOL,138,1.0,ARICA,0,302771,0,7570,13,42570,17599,2.0,8000000,NO,1.0,0.7591783404350281,1
3165,M,800000.0,52,UNV,CAS,90,96.0,SANTIAGO,0,56857,0,48,8,0,0,1.0,3100000,SI,1.0,0.958426296710968,1
3166,M,6000000.0,44,UNV,CAS,108,86.0,SANTIAGO,0,394368,0,229731,1,0,0,1.0,3400000,NO,1.0,0.9908872842788696,1
3167,F,9500000.0,32,TEC,SOL,92,88.0,SANTIAGO,0,0,1883827,0,0,28930,4293,0.0,8000000,NO,0.0,0.0011957228416576982,0
3168,F,6860000.0,33,MED,VIU,14,22.0,COPIAPO,665746,299281,0,61831,122,0,0,1.0,900000,NO,0.0,0.019544342532753944,0
3169,F,7700000.0,26,TEC,CAS,28,115.0,SANTIAGO,0,14344,0,0,274,0,0,1.0,1500000,NO,0.0,0.05870973318815231,1
3170,M,1024000.0,47,UNV,SOL,138,1.0,ARICA,0,1116,0,548615,78,16038,30,2.0,3700000,NO,1.0,0.954626739025116,1
3171,F,910000.0,38,MED,CAS,52,92.0,SANTIAGO,0,192612,0,0,223,0,15,1.0,4000000,NO,0.0,0.02175787277519703,0
3172,M,1450000.0,50,UNV,CAS,31,119.0,SANTIAGO,658102,1892819,0,576792,1656,0,46024,2.0,3000000,NO,1.0,0.9780845642089844,1
3173,M,973000.0,33,TEC,SOL,144,105.0,SANTIAGO,0,1058739,0,0,0,8777,0,0.0,2800000,SI,0.0,0.007697573397308588,0
3174,M,850000.0,50,MED,CAS,29,91.0,SANTIAGO,0,415901,45208,311032,0,0,1098,1.0,3100000,NO,1.0,0.8298980593681335,1
3175,M,740000.0,28,UNV,SOL,13,80.0,SANTIAGO,0,173110,0,91019,266,0,478,1.0,2500000,NO,1.0,0.763107180595398,1
3176,M,800000.0,31,TEC,SOL,37,115.0,SANTIAGO,0,127465,0,0,0,2988,3,1.0,3800000,NO,0.0,0.13588619232177734,1
3177,M,7400000.0,38,UNV,CAS,28,86.0,SANTIAGO,0,12222,0,141165,72,0,15,1.0,4500000,NO,1.0,0.945787787437439,1
3178,M,800000.0,47,UNV,SEP,63,93.0,SANTIAGO,0,14438,0,154010,79,0,64,2.0,1700000,NO,1.0,0.9672783017158508,1
3179,F,3200000.0,48,TEC,CAS,84,102.0,SANTIAGO,0,1640248,0,112926,1142,0,0,1.0,8000000,NO,0.0,0.017425527796149254,0
3180,F,65000.0,42,TEC,SOL,82,85.0,SANTIAGO,0,756943,0,0,471,0,0,1.0,3200000,SI,0.0,0.021681372076272964,0
3181,M,880000.0,48,UNV,SEP,138,1.0,ARICA,148709,9283,0,87694,284,0,199,2.0,2200000,NO,1.0,0.9400256872177124,1
3182,F,800000.0,44,UNV,CAS,29,90.0,SANTIAGO,0,42775,0,89635,507,0,270,2.0,3400000,NO,1.0,0.9330430030822754,1
3183,M,1600000.0,42,UNV,CAS,138,1.0,ARICA,0,101856,1058563,7481,681,0,1781,2.0,5900000,NO,1.0,0.8465148210525513,1
3184,M,904000.0,37,TEC,CAS,116,131.0,RANCAGUA,0,38800,0,234835,861,0,236,2.0,1600000,NO,0.0,0.02669346146285534,0
3185,M,450000.0,39,MED,CAS,22,5.0,IQUIQUE,0,163503,0,0,3,304,0,2.0,1500000,NO,0.0,0.04351228103041649,1
3186,F,800000.0,48,TEC,CAS,138,1.0,ARICA,1179928,74373,0,40528,2377,0,1,1.0,600000,NO,0.0,0.44757676124572754,1
3187,F,76000.0,48,TEC,SOL,13,16.0,ANTOFAGASTA,0,1337977,0,0,14,23673,0,1.0,6700000,SI,0.0,0.02364065870642662,0
3188,M,82300.0,40,MED,CAS,55,90.0,SANTIAGO,0,79240,98148,157431,56,7337,1323,1.0,1600000,NO,1.0,0.7144737243652344,1
3189,M,61600.0,40,MED,CAS,90,92.0,SANTIAGO,0,675878,0,4373,31,0,518,2.0,1200000,NO,1.0,0.8937739133834839,1
3190,M,564000.0,55,UNV,SOL,20,50.0,SAN ESTEBAN,0,150268,0,0,171,0,0,1.0,1500000,SI,1.0,0.8585518002510071,1
3191,M,6000000.0,42,MED,CAS,93,103.0,SANTIAGO,0,14081,0,11397,240,0,167,2.0,1200000,NO,1.0,0.9663527607917786,1
3192,F,68300.0,58,MED,SOL,25,80.0,SANTIAGO,1155097,1134913,0,0,818,14835,0,1.0,1800000,SI,0.0,0.004860283341258764,0
3193,F,580000.0,57,TEC,VIU,27,226.0,CONCEPCION,0,0,0,1439832,0,0,2061,0.0,2400000,NO,0.0,0.004703999031335115,0
3194,F,520000.0,60,TEC,SOL,63,300.0,CASTRO,0,0,0,0,3,0,0,1.0,2100000,NO,0.0,0.06315893679857254,1
3195,M,86300.0,41,UNV,CAS,55,90.0,SANTIAGO,0,384217,0,0,43,1567,0,1.0,5100000,SI,1.0,0.9370919466018677,1
3196,M,1106000.0,35,UNV,CAS,98,122.0,MELIPILLA,0,166907,0,140224,0,5490,353,0.0,4900000,SI,0.0,0.006814108695834875,0
3197,M,800000.0,51,MED,CAS,78,182.0,LINARES,0,197504,0,0,0,0,1974,0.0,3800000,NO,0.0,0.01685471646487713,0
3198,F,4870000.0,32,TEC,SOL,81,59.0,QUILLOTA,0,87938,0,0,0,0,0,0.0,2300000,NO,0.0,0.002241698792204261,0
3199,F,48100.0,32,TEC,SOL,139,88.0,SANTIAGO,0,16042,0,138352,120,0,250,1.0,4800000,SI,0.0,0.00812452007085085,0
3200,M,7300000.0,40,UNV,CAS,55,90.0,SANTIAGO,461321,370,0,300911,1737,0,497,1.0,4300000,NO,1.0,0.988272488117218,1
3201,M,2000000.0,48,UNV,CAS,31,119.0,SANTIAGO,420157,7,0,227135,143,0,467,1.0,6900000,SI,1.0,0.9694106578826904,1
3202,M,58000.0,55,MED,CAS,55,90.0,SANTIAGO,877730,24223,0,0,1725,0,0,2.0,1200000,NO,1.0,0.9840379953384399,1
3203,M,850000.0,45,UNV,CAS,31,119.0,SANTIAGO,364534,97842,0,485202,352,0,1316,1.0,3000000,NO,1.0,0.9491411447525024,1
3204,M,6260000.0,43,MED,CAS,120,90.0,SANTIAGO,175326,17562,0,8176,462,0,104,2.0,2700000,NO,1.0,0.965735912322998,1
3205,M,850000.0,45,UNV,CAS,138,1.0,ARICA,142,364589,0,706441,106,0,1085,1.0,3000000,NO,1.0,0.8709632158279419,1
